,Belgium,Eps,New,Brazil,Eps,New,Canada,Eps,New,US,Eps,New,Connecticut,Eps,New,Massachusetts,Eps,New,New York,Eps,New,Texas,Eps,New
2/14/20,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/15/20,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/16/20,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/17/20,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.1428571428571428,1.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/18/20,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/19/20,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/20/20,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/21/20,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.125,1.0,15.0,1.1538461538461537,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/22/20,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/23/20,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/24/20,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1.1111111111111112,1.0,51.0,3.4,36.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/25/20,1.0,1.0,0.0,0.0,0.0,0.0,11.0,1.1,1.0,51.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/26/20,1.0,1.0,0.0,1.0,0.0,1.0,11.0,1.0,0.0,57.0,1.1176470588235294,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/27/20,1.0,1.0,0.0,1.0,1.0,0.0,13.0,1.1818181818181819,2.0,58.0,1.0175438596491229,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/28/20,1.0,1.0,0.0,1.0,1.0,0.0,14.0,1.0769230769230769,1.0,60.0,1.0344827586206897,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/29/20,1.0,1.0,0.0,2.0,2.0,1.0,20.0,1.4285714285714286,6.0,68.0,1.1333333333333333,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/1/20,2.0,2.0,1.0,2.0,1.0,0.0,24.0,1.2,4.0,74.0,1.088235294117647,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/2/20,8.0,4.0,6.0,2.0,1.0,0.0,27.0,1.125,3.0,98.0,1.3243243243243243,24.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3/3/20,13.0,1.625,5.0,2.0,1.0,0.0,30.0,1.1111111111111112,3.0,118.0,1.2040816326530612,20.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
3/4/20,23.0,1.7692307692307692,10.0,4.0,2.0,2.0,33.0,1.1,3.0,149.0,1.2627118644067796,31.0,0.0,0.0,0.0,2.0,1.0,0.0,11.0,5.5,9.0,0.0,0.0,0.0
3/5/20,50.0,2.1739130434782608,27.0,4.0,1.0,0.0,37.0,1.121212121212121,4.0,217.0,1.4563758389261745,68.0,0.0,0.0,0.0,2.0,1.0,0.0,23.0,2.090909090909091,12.0,3.0,0.0,3.0
3/6/20,109.0,2.18,59.0,13.0,3.25,9.0,49.0,1.3243243243243243,12.0,262.0,1.207373271889401,45.0,0.0,0.0,0.0,6.0,3.0,4.0,31.0,1.3478260869565217,8.0,4.0,1.3333333333333333,1.0
3/7/20,169.0,1.5504587155963303,60.0,13.0,1.0,0.0,54.0,1.1020408163265305,5.0,402.0,1.534351145038168,140.0,0.0,0.0,0.0,6.0,1.0,0.0,76.0,2.4516129032258065,45.0,8.0,2.0,4.0
3/8/20,200.0,1.183431952662722,31.0,20.0,1.5384615384615385,7.0,64.0,1.1851851851851851,10.0,518.0,1.2885572139303483,116.0,0.0,0.0,0.0,22.0,3.6666666666666665,16.0,106.0,1.394736842105263,30.0,11.0,1.375,3.0
3/9/20,239.0,1.195,39.0,25.0,1.25,5.0,77.0,1.203125,13.0,583.0,1.1254826254826256,65.0,0.0,0.0,0.0,22.0,1.0,0.0,142.0,1.3396226415094339,36.0,13.0,1.1818181818181819,2.0
3/10/20,267.0,1.1171548117154813,28.0,31.0,1.24,6.0,79.0,1.025974025974026,2.0,959.0,1.6449399656946826,376.0,1.0,0.0,1.0,41.0,1.8636363636363635,19.0,150.0,1.056338028169014,8.0,16.0,1.2307692307692308,3.0
3/11/20,314.0,1.1760299625468165,47.0,38.0,1.2258064516129032,7.0,108.0,1.3670886075949367,29.0,1281.0,1.3357664233576643,322.0,3.0,3.0,2.0,92.0,2.2439024390243905,51.0,220.0,1.4666666666666666,70.0,21.0,1.3125,5.0
3/12/20,314.0,1.0,0.0,52.0,1.368421052631579,14.0,117.0,1.0833333333333333,9.0,1663.0,1.2982045277127245,382.0,5.0,1.6666666666666667,2.0,107.0,1.1630434782608696,15.0,327.0,1.4863636363636363,107.0,27.0,1.2857142857142858,6.0
3/13/20,559.0,1.7802547770700636,245.0,151.0,2.9038461538461537,99.0,193.0,1.6495726495726495,76.0,2179.0,1.3102826217678893,516.0,11.0,2.2,6.0,123.0,1.1495327102803738,16.0,421.0,1.2874617737003058,94.0,44.0,1.6296296296296295,17.0
3/14/20,689.0,1.2325581395348837,130.0,151.0,1.0,0.0,198.0,1.0259067357512954,5.0,2727.0,1.2514915098669115,548.0,23.0,2.090909090909091,12.0,138.0,1.1219512195121952,15.0,613.0,1.4560570071258907,192.0,60.0,1.3636363636363635,16.0
3/15/20,886.0,1.2859216255442671,197.0,162.0,1.0728476821192052,11.0,252.0,1.2727272727272727,54.0,3499.0,1.2830949761642831,772.0,24.0,1.0434782608695652,1.0,138.0,1.0,0.0,615.0,1.00326264274062,2.0,63.0,1.05,3.0
3/16/20,1058.0,1.1941309255079007,172.0,200.0,1.2345679012345678,38.0,415.0,1.6468253968253967,163.0,4632.0,1.3238068019434124,1133.0,41.0,1.7083333333333333,17.0,187.0,1.355072463768116,49.0,967.0,1.5723577235772357,352.0,85.0,1.3492063492063493,22.0
3/17/20,1243.0,1.1748582230623819,185.0,321.0,1.605,121.0,478.0,1.1518072289156627,63.0,6421.0,1.3862262521588946,1789.0,68.0,1.6585365853658536,27.0,217.0,1.160427807486631,30.0,1578.0,1.6318510858324715,611.0,110.0,1.2941176470588236,25.0
3/18/20,1486.0,1.1954947707160097,243.0,372.0,1.158878504672897,51.0,657.0,1.3744769874476988,179.0,7783.0,1.2121164927581374,1362.0,96.0,1.411764705882353,28.0,252.0,1.1612903225806452,35.0,3038.0,1.9252217997465146,1460.0,196.0,1.7818181818181817,86.0
3/19/20,1795.0,1.2079407806191118,309.0,621.0,1.6693548387096775,249.0,800.0,1.21765601217656,143.0,13747.0,1.76628549402544,5964.0,159.0,1.65625,63.0,328.0,1.3015873015873016,76.0,5704.0,1.8775510204081634,2666.0,306.0,1.5612244897959184,110.0
3/20/20,2257.0,1.2573816155988857,462.0,793.0,1.2769726247987117,172.0,943.0,1.17875,143.0,19273.0,1.4019786135156762,5526.0,194.0,1.220125786163522,35.0,413.0,1.2591463414634145,85.0,8403.0,1.4731767180925666,2699.0,429.0,1.4019607843137254,123.0
3/21/20,2815.0,1.2472308373947718,558.0,1021.0,1.2875157629255989,228.0,1277.0,1.354188759278897,334.0,25600.0,1.3282830903336273,6327.0,194.0,1.0,0.0,523.0,1.2663438256658595,110.0,11727.0,1.3955730096394146,3324.0,582.0,1.3566433566433567,153.0
3/22/20,3401.0,1.208170515097691,586.0,1546.0,1.514201762977473,525.0,1469.0,1.1503523884103368,192.0,33276.0,1.29984375,7676.0,327.0,1.6855670103092784,133.0,640.0,1.2237093690248566,117.0,15800.0,1.347318154685768,4073.0,643.0,1.104810996563574,61.0
3/23/20,3743.0,1.100558659217877,342.0,1924.0,1.2445019404915911,378.0,2088.0,1.4213750850918994,619.0,43843.0,1.3175561966582523,10567.0,415.0,1.269113149847095,88.0,777.0,1.2140625,137.0,20884.0,1.3217721518987342,5084.0,758.0,1.1788491446345257,115.0
3/24/20,4269.0,1.1405289874432274,526.0,2247.0,1.1678794178794178,323.0,2790.0,1.3362068965517242,702.0,53736.0,1.22564605524257,9893.0,618.0,1.489156626506024,203.0,1159.0,1.4916344916344917,382.0,25681.0,1.2296973759816128,4797.0,955.0,1.2598944591029024,197.0
3/25/20,4937.0,1.1564769266807216,668.0,2554.0,1.1366266132621272,307.0,3251.0,1.1652329749103942,461.0,65778.0,1.2240955783832068,12042.0,875.0,1.4158576051779934,257.0,1838.0,1.5858498705780846,679.0,30841.0,1.2009267551886609,5160.0,1229.0,1.286910994764398,274.0
3/26/20,6235.0,1.2629127000202551,1298.0,2985.0,1.168754894283477,431.0,4042.0,1.2433097508458937,791.0,83836.0,1.2745294779409528,18058.0,1012.0,1.1565714285714286,137.0,2417.0,1.3150163220892275,579.0,37877.0,1.228137868421906,7036.0,1563.0,1.2717656631407648,334.0
3/27/20,7284.0,1.168243785084202,1049.0,3417.0,1.1447236180904523,432.0,4682.0,1.1583374567046016,640.0,101657.0,1.212569779092514,17821.0,1291.0,1.2756916996047432,279.0,3240.0,1.3405047579644187,823.0,44876.0,1.1847823217255855,6999.0,1937.0,1.2392834293026231,374.0
3/28/20,9134.0,1.2539813289401427,1850.0,3904.0,1.1425226807140767,487.0,5576.0,1.1909440410081162,894.0,121465.0,1.1948513137314696,19808.0,1524.0,1.1804802478698684,233.0,4257.0,1.3138888888888889,1017.0,52410.0,1.1678848382208753,7534.0,2455.0,1.2674238513164688,518.0
3/29/20,10836.0,1.186336763739873,1702.0,4256.0,1.0901639344262295,352.0,6280.0,1.1262553802008608,704.0,140909.0,1.1600790351129955,19444.0,1993.0,1.307742782152231,469.0,4955.0,1.1639652337326756,698.0,59648.0,1.1381034153787446,7238.0,2792.0,1.1372708757637475,337.0
3/30/20,11899.0,1.0980989294942782,1063.0,4579.0,1.0758928571428572,323.0,7398.0,1.1780254777070063,1118.0,161831.0,1.148478805470197,20922.0,2571.0,1.2900150526843954,578.0,5752.0,1.1608476286579212,797.0,66663.0,1.1176066255364807,7015.0,3147.0,1.1271489971346704,355.0
3/31/20,12775.0,1.0736196319018405,876.0,5717.0,1.2485258790128848,1138.0,8527.0,1.1526088131927548,1129.0,188172.0,1.162768567209002,26341.0,3128.0,1.2166472189809412,557.0,6620.0,1.150904033379694,868.0,75833.0,1.1375575656661117,9170.0,3809.0,1.2103590721321893,662.0
4/1/20,13964.0,1.0930724070450097,1189.0,6836.0,1.1957320272870386,1119.0,9560.0,1.121144599507447,1033.0,213242.0,1.1332291733095252,25070.0,3557.0,1.137148337595908,429.0,7738.0,1.168882175226586,1118.0,83948.0,1.1070114593910303,8115.0,4355.0,1.1433447098976108,546.0
4/2/20,15348.0,1.099112002291607,1384.0,8044.0,1.1767115272088942,1208.0,11284.0,1.1803347280334728,1724.0,243622.0,1.142467243788747,30380.0,3824.0,1.0750632555524318,267.0,8966.0,1.1586973378133885,1228.0,92506.0,1.1019440606089483,8558.0,5069.0,1.1639494833524684,714.0
4/3/20,16770.0,1.0926505082095388,1422.0,9056.0,1.1258080556936847,1012.0,12437.0,1.1021800779865296,1153.0,275367.0,1.1303043239116335,31745.0,4914.0,1.2850418410041842,1090.0,10402.0,1.1601606067365604,1436.0,102987.0,1.113300758869695,10481.0,5734.0,1.1311895837443282,665.0
4/4/20,18431.0,1.0990459153249852,1661.0,10360.0,1.1439929328621907,1304.0,12978.0,1.043499236150197,541.0,308650.0,1.120867787352878,33283.0,5276.0,1.0736670736670737,362.0,11736.0,1.12824456835224,1334.0,113833.0,1.1053142629652286,10846.0,6567.0,1.1452738053714684,833.0
4/5/20,19691.0,1.0683630839346754,1260.0,11130.0,1.0743243243243243,770.0,15756.0,1.214054553860379,2778.0,336802.0,1.091210108537178,28152.0,5675.0,1.0756254738438211,399.0,12500.0,1.065098841172461,764.0,123160.0,1.0819358182600827,9327.0,7209.0,1.0977615349474645,642.0
4/6/20,20814.0,1.0570311309735412,1123.0,12161.0,1.0926325247079964,1031.0,16563.0,1.0512185833968013,807.0,366317.0,1.087633090064786,29515.0,6906.0,1.2169162995594713,1231.0,13837.0,1.10696,1337.0,131815.0,1.0702744397531667,8655.0,8043.0,1.1156887224302954,834.0
4/7/20,22194.0,1.066301527817815,1380.0,14034.0,1.1540169393964312,1873.0,17872.0,1.0790315764052405,1309.0,397121.0,1.0840911014230843,30804.0,7781.0,1.1267014190558935,875.0,15202.0,1.0986485509864856,1365.0,139875.0,1.0611463035314646,8060.0,8925.0,1.1096605744125327,882.0
4/8/20,23403.0,1.0544741822114085,1209.0,16170.0,1.1522017956391621,2136.0,19141.0,1.0710049239033124,1269.0,428654.0,1.0794040103645992,31533.0,7781.0,1.0,0.0,16790.0,1.1044599394816472,1588.0,151061.0,1.079971403038427,11186.0,9777.0,1.0954621848739496,852.0
4/9/20,24983.0,1.0675127120454642,1580.0,18092.0,1.1188620902906616,1922.0,20654.0,1.0790449819758634,1513.0,462780.0,1.079611994755677,34126.0,9784.0,1.2574219252024161,2003.0,18941.0,1.1281119714115544,2151.0,161779.0,1.0709514699359861,10718.0,11208.0,1.1463639153114453,1431.0
4/10/20,26667.0,1.0674058359684586,1684.0,19638.0,1.085452133539686,1546.0,22059.0,1.0680255640553888,1405.0,496535.0,1.0729396257400925,33755.0,10538.0,1.0770645952575633,754.0,20974.0,1.107333298136318,2033.0,172348.0,1.0653298635793274,10569.0,12105.0,1.080032119914347,897.0
4/11/20,28018.0,1.0506618667266658,1351.0,20727.0,1.0554537121906509,1089.0,23316.0,1.0569835441316469,1257.0,526396.0,1.060138761618013,29861.0,11510.0,1.092237616245967,972.0,22860.0,1.089920854391151,1886.0,181026.0,1.0503516141759695,8678.0,13023.0,1.0758364312267659,918.0
4/12/20,29647.0,1.0581411949461061,1629.0,22192.0,1.0706807545713322,1465.0,24299.0,1.0421598902041516,983.0,555313.0,1.0549339280693621,28917.0,12035.0,1.0456125108601215,525.0,25475.0,1.1143919510061242,2615.0,189033.0,1.0442312154055218,8007.0,13677.0,1.0502188435844275,654.0
4/13/20,30589.0,1.0317738725672074,942.0,23430.0,1.055785868781543,1238.0,25680.0,1.0568336145520392,1381.0,580619.0,1.0455706961659461,25306.0,13381.0,1.111840465309514,1346.0,26867.0,1.0546418056918547,1392.0,195749.0,1.0355281881999439,6716.0,14275.0,1.0437230386780727,598.0
4/14/20,31119.0,1.0173264899146752,530.0,25262.0,1.0781903542466922,1832.0,27035.0,1.052764797507788,1355.0,607670.0,1.046589932468624,27051.0,13989.0,1.0454375607204245,608.0,28164.0,1.0482748352998101,1297.0,203020.0,1.037144506485346,7271.0,15006.0,1.0512084063047284,731.0
4/15/20,33573.0,1.0788585751470163,2454.0,28320.0,1.1210513815216532,3058.0,28209.0,1.0434251895690771,1174.0,636350.0,1.0471966692448205,28680.0,14755.0,1.0547573093144613,766.0,29918.0,1.0622780854992189,1754.0,214454.0,1.0563195744261649,11434.0,15907.0,1.060042649606824,901.0
4/16/20,34809.0,1.0368152980073273,1236.0,30425.0,1.0743290960451977,2105.0,30809.0,1.0921691658690489,2600.0,667592.0,1.0490956234776458,31242.0,15884.0,1.0765164351067436,1129.0,32181.0,1.0756400828932415,2263.0,223691.0,1.0430721739860296,9237.0,16876.0,1.0609165776073426,969.0
4/17/20,36138.0,1.038179781091097,1329.0,33682.0,1.107050123253903,3257.0,32814.0,1.0650783861858548,2005.0,699706.0,1.0481042313269182,32114.0,16809.0,1.0582347015865021,925.0,34402.0,1.0690158789347752,2221.0,230597.0,1.0308729452682495,6906.0,17849.0,1.0576558426167337,973.0
4/18/20,37183.0,1.0289169295478444,1045.0,36658.0,1.0883557983492667,2976.0,34356.0,1.0469921375022857,1542.0,732197.0,1.0464352170768865,32491.0,17550.0,1.0440835266821347,741.0,36372.0,1.0572641125515958,1970.0,237474.0,1.0298225909270284,6877.0,18704.0,1.0479018432405176,855.0
4/19/20,38496.0,1.0353118360541107,1313.0,38654.0,1.0544492334551803,1996.0,35633.0,1.0371696355803934,1277.0,758809.0,1.0363454097735991,26612.0,17962.0,1.0234757834757835,412.0,38077.0,1.0468767183547785,1705.0,243382.0,1.0248785130161617,5908.0,19260.0,1.0297262617621898,556.0
4/20/20,39983.0,1.0386273898586866,1487.0,40743.0,1.0540435659957572,2089.0,37658.0,1.0568293435860017,2025.0,784326.0,1.0336276981427475,25517.0,19815.0,1.1031622313773521,1853.0,38077.0,1.0,0.0,248416.0,1.0206835345259715,5034.0,19751.0,1.0254932502596055,491.0
4/21/20,40956.0,1.0243353425205712,973.0,43079.0,1.057335002331689,2336.0,39402.0,1.0463115407084815,1744.0,811865.0,1.0351116755022784,27539.0,20360.0,1.027504415846581,545.0,41199.0,1.081991753552013,3122.0,253519.0,1.0205421550946798,5103.0,20574.0,1.041668776264493,823.0
4/22/20,41889.0,1.0227805449750953,933.0,45757.0,1.06216485990854,2678.0,41663.0,1.0573828739657885,2261.0,840351.0,1.0350871142369729,28486.0,22469.0,1.1035854616895875,2109.0,42944.0,1.0423553969756547,1745.0,258222.0,1.0185508778434753,4703.0,21321.0,1.0363079615048119,747.0
4/23/20,42797.0,1.0216763350760343,908.0,50036.0,1.0935157462246214,4279.0,43299.0,1.0392674555360872,1636.0,869170.0,1.0342940033390808,28819.0,23100.0,1.0280831367662113,631.0,46023.0,1.0716980253353203,3079.0,263460.0,1.0202848711573762,5238.0,22650.0,1.0623329112142958,1329.0
4/24/20,44293.0,1.0349557211954108,1496.0,54043.0,1.0800823407146853,4007.0,44919.0,1.037414258989815,1620.0,905358.0,1.0416351231634777,36188.0,23936.0,1.036190476190476,836.0,50969.0,1.107468005127871,4946.0,271590.0,1.0308585743566385,8130.0,23642.0,1.0437969094922737,992.0
4/25/20,45325.0,1.023299392680559,1032.0,59324.0,1.0977184834298614,5281.0,46371.0,1.0323248513991852,1452.0,938154.0,1.0362243444029875,32796.0,24583.0,1.0270304144385027,647.0,53348.0,1.0466754301634327,2379.0,282143.0,1.0388563643727677,10553.0,24153.0,1.021614076643262,511.0
4/26/20,46134.0,1.0178488692774408,809.0,63100.0,1.0636504618704066,3776.0,48033.0,1.0358413663712234,1662.0,965785.0,1.0294525205883043,27631.0,25269.0,1.0279054631249238,686.0,54938.0,1.0298043038164504,1590.0,288045.0,1.0209184704210277,5902.0,24967.0,1.0337018175795967,814.0
4/27/20,46687.0,1.0119868209996965,553.0,67446.0,1.0688748019017433,4346.0,49616.0,1.0329565090666832,1583.0,988197.0,1.0232059930522839,22412.0,25997.0,1.02881000435316,728.0,56462.0,1.0277403618624632,1524.0,291996.0,1.0137166067801906,3951.0,25321.0,1.0141787159049946,354.0
4/28/20,47334.0,1.0138582474778846,647.0,73235.0,1.0858316282655753,5789.0,51150.0,1.030917445985166,1534.0,1012582.0,1.0246762538238834,24385.0,26312.0,1.0121167827056967,315.0,58302.0,1.0325882894690235,1840.0,295106.0,1.010650830833299,3110.0,26357.0,1.0409146558192803,1036.0
4/29/20,47859.0,1.0110913930789707,525.0,79685.0,1.0880726428620195,6450.0,52865.0,1.0335288367546431,1715.0,1039909.0,1.0269874439798456,27327.0,26767.0,1.0172924901185771,455.0,60265.0,1.033669513910329,1963.0,299691.0,1.0155367901703116,4585.0,27257.0,1.0341465265394392,900.0
4/30/20,48519.0,1.0137905096220146,660.0,87187.0,1.0941456986885862,7502.0,54457.0,1.0301144424477442,1592.0,1069424.0,1.0283822911427827,29515.0,27700.0,1.034856352971943,933.0,62205.0,1.032191155728864,1940.0,304372.0,1.0156194213373109,4681.0,28727.0,1.053931100267821,1470.0
5/1/20,49032.0,1.0105731775180857,513.0,92202.0,1.0575200431256953,5015.0,56343.0,1.0346328295719558,1886.0,1103461.0,1.0318274136357515,34037.0,28764.0,1.0384115523465705,1064.0,64311.0,1.0338557993730408,2106.0,308314.0,1.0129512570144428,3942.0,29692.0,1.0335920910641556,965.0
5/2/20,49517.0,1.0098914994289443,485.0,97100.0,1.053122491919915,4898.0,57926.0,1.0280957705482492,1583.0,1132539.0,1.0263516336327247,29078.0,29287.0,1.0181824502850785,523.0,66263.0,1.030352505792166,1952.0,312977.0,1.015124191570931,4663.0,30917.0,1.041256904216624,1225.0
5/3/20,49906.0,1.0078558878768908,389.0,101826.0,1.048671472708548,4726.0,60504.0,1.044505058177675,2578.0,1158040.0,1.0225166638853056,25501.0,29287.0,1.0,0.0,68087.0,1.0275266740111375,1824.0,316415.0,1.0109848327512885,3438.0,31998.0,1.0349645825921014,1081.0
5/4/20,50267.0,1.007233599166433,361.0,108620.0,1.0667216624437765,6794.0,61957.0,1.024014941160915,1453.0,1180375.0,1.019286898552727,22335.0,29973.0,1.0234233619011848,686.0,69087.0,1.0146870915152673,1000.0,318953.0,1.008021111514941,2538.0,32783.0,1.0245327832989561,785.0
5/5/20,50509.0,1.0048142916824159,242.0,115455.0,1.0629257963542627,6835.0,63215.0,1.0203044046677534,1258.0,1204351.0,1.0203121889230118,23976.0,30621.0,1.0216194575117605,648.0,70271.0,1.017137811744612,1184.0,321192.0,1.0070198430489758,2239.0,33912.0,1.0344385809718453,1129.0
